userID,subscribers,videoviews,channeltype,grade,MonthlyEarnings,YearlyEarnings
T-Series,90194329,65092058996,Music,A++,€635.6K - €10.2M,€7.6M - €122M
SET India,43974122,30601562478,Entertainment,A++,€318.3K - €5.1M,€3.8M - €61.1M
Ryan ToysReview,18664546,28167288987,Entertainment,A+,€140.2K - €2.2M,€1.7M - €26.9M
netd müzik,13295102,28026880244,Music,A++,€123.5K - €2M,€1.5M - €23.7M
Canal KondZilla,47785398,23658901687,Music,A+,€120.4K - €1.9M,€1.4M - €23.1M
Cocomelon - Nursery Rhymes,40551419,22962398422,Education,A++,€567.6K - €9.1M,€6.8M - €109M
Movieclips,23912506,21548229627,Film,A+,€173.4K - €2.8M,€2.1M - €33.3M
PewDiePie,90210848,20772365682,Entertainment,A,€66.9K - €1.1M,€802.3K - €12.8M
El Reino Infantil,20272228,19539301311,Music,A+,€127.7K - €2M,€1.5M - €24.5M
JustinBieberVEVO,33770169,18512334420,Music,A,€21.4K - €342.7K,€257K - €4.1M
Zee TV,25451192,18159686947,Entertainment,A++,€245.2K - €3.9M,€2.9M - €47.1M
KatyPerryVEVO,26319021,17127297666,Music,A,€35.8K - €572.8K,€429.6K - €6.9M
ChuChu TV Nursery Rhymes & Kids…,22624029,16876807897,Education,A,€52.7K - €843K,€632.2K - €10.1M
TaylorSwiftVEVO,27679085,16330049371,Music,A,€26K - €416K,€312K - €5M
Ed Sheeran,37683352,16255758481,Music,A,€50.4K - €807.2K,€605.4K - €9.7M
shakiraVEVO,19412733,15695906119,Music,A,€33.2K - €531.1K,€398.3K - €6.4M
Zee Music Company,33090848,15546938399,Music,A+,€142.5K - €2.3M,€1.7M - €27.4M
TheEllenShow,31338665,15227530790,Entertainment,A,€56.5K - €904.7K,€678.5K - €10.9M
GMM GRAMMY OFFICIAL,15146618,14938355873,Music,A,€50K - €800.4K,€600.3K - €9.6M
BuzzFeedVideo,18609118,14931199045,People,A,€29.3K - €468.8K,€351.6K - €5.6M
WORLDSTARHIPHOP,20094259,13972441230,Music,A,€87.7K - €1.4M,€1.1M - €16.8M
RihannaVEVO,26296627,13769077694,Music,A,€23.9K - €381.7K,€286.3K - €4.6M
[????] ToyPudding TV,22745819,13595988869,Entertainment,A,€54.1K - €865K,€648.7K - €10.4M
5-Minute Crafts,52039165,12853732711,Howto,A+,€124.5K - €2M,€1.5M - €23.9M
EminemVEVO,26338163,12803106901,Music,A,€39.7K - €634.9K,€476.2K - €7.6M
PopularMMOs,16367966,12691886414,Games,A,€23.2K - €371.9K,€278.9K - €4.5M
1theK (????),15776179,12676846395,Music,A,€77.9K - €1.2M,€935.3K - €15M
Maroon5VEVO,15525250,12399957847,Music,A,€57.9K - €926.2K,€694.7K - €11.1M
EnriqueIglesiasVEVO,13678085,11944885789,Music,A,€23.7K - €379.2K,€284.4K - €4.6M
Baby Big Mouth,10677217,11396962817,Entertainment,A,€26.5K - €423.7K,€317.8K - €5.1M
jbalvinVEVO,13910095,11390320927,Music,A,€31.1K - €498K,€373.5K - €6M
ArianaGrandeVevo,18897200,11322822518,Music,A,€85.7K - €1.4M,€1M - €16.5M
Galinha Pintadinha,15946720,11136515492,Film,A,€57.8K - €925.6K,€694.2K - €11.1M
David Guetta,20031301,11099656270,Music,A,€35.9K - €574.7K,€431K - €6.9M
MalumaVEVO,14933802,10945347314,Music,A,€35.2K - €563.8K,€422.8K - €6.8M
CookieSwirlC,11269378,10896443831,Entertainment,A,€49.3K - €789.3K,€592K - €9.5M
The Tonight Show Starring Jimmy…,20323868,10883936623,Comedy,A,€36.6K - €586.1K,€439.6K - €7M
Badabun,37292948,10836102246,Entertainment,A+,€164.9K - €2.6M,€2M - €31.7M
jacksepticeye,21734897,10783296802,Games,A,€24.9K - €398.5K,€298.9K - €4.8M
Speed Records,21662675,10746125458,Music,A+,€106.4K - €1.7M,€1.3M - €20.4M
VanossGaming,24323495,10656216668,Games,A,€25.3K - €404.9K,€303.7K - €4.9M
LuisFonsiVEVO,18382658,10510276244,Music,A,€45.4K - €726.5K,€544.9K - €8.7M
CalvinHarrisVEVO,12659287,10484334924,Music,A,€35.7K - €571.8K,€428.9K - €6.9M
GR6 EXPLODE,22448166,10459994915,Music,A+,€100.3K - €1.6M,€1.2M - €19.3M
Bruno Mars,24296338,10426428760,Music,A,€27.8K - €445.1K,€333.8K - €5.3M
FGTeeV,10585709,10325959397,Games,A,€73.1K - €1.2M,€877.5K - €14M
one31,14617276,10269637865,News,A+,€103.6K - €1.7M,€1.2M - €19.9M
CKN Toys,11789573,10238529566,Entertainment,A,€85K - €1.4M,€1M - €16.3M
Ultra Music,17550409,10203295363,Music,A,€39K - €624.7K,€468.5K - €7.5M
VEGETTA777,26160012,10173166025,Games,A,€26.3K - €421.3K,€316K - €5.1M
???? ???? ????? |…,11613765,10070454598,Music,A,€79.8K - €1.3M,€957.4K - €15.3M
BeyoncéVEVO,13600886,9435564611,Music,A,€21.6K - €346K,€259.5K - €4.2M
Sony Music India,24026890,9396840796,Music,A,€64.5K - €1M,€774.3K - €12.4M
LEGO,7296598,9018121506,Entertainment,A,€26.6K - €426.2K,€319.6K - €5.1M
Trap Nation,25617837,8927735808,Music,A,€39.3K - €628.6K,€471.5K - €7.5M
SonyMusicIndiaVEVO,19905287,8770486131,Music,A+,€91.9K - €1.5M,€1.1M - €17.7M
IGN,11773561,8768337240,Games,A,€19K - €304K,€228K - €3.6M
Coldplay,14069185,8742936888,Music,A,€26.4K - €423K,€317.2K - €5.1M
GRAMMY GOLD OFFICIAL,9662633,8723950969,Music,A,€66.5K - €1.1M,€798.1K - €12.8M
OneDirectionVEVO,23172454,8636687095,Music,A-,€12.2K - €194.4K,€145.8K - €2.3M
Wiz Khalifa,17758541,8613983011,Music,A,€18.6K - €298.1K,€223.6K - €3.6M
Atlantic Records,9315553,8606169883,Music,A,€31.8K - €508.7K,€381.5K - €6.1M
ChainsmokersVEVO,12230955,8369816932,Music,A,€30.4K - €486.1K,€364.6K - €5.8M
Smosh,24168806,8253579897,Comedy,A,€17.7K - €282.6K,€212K - €3.4M
AdeleVEVO,16064917,8007732868,Music,A,€18.7K - €299.9K,€224.9K - €3.6M
Like Nastya Vlog,20260198,7912134752,People,A++,€244.4K - €3.9M,€2.9M - €46.9M
ChrisBrownVEVO,12594266,7851432573,Music,A,€19.8K - €316.1K,€237.1K - €3.8M
rezendeevil,22756174,7836859636,Entertainment,A,€27.8K - €444.6K,€333.5K - €5.3M
Pinkfong! Kids' Songs & Stories,16508092,7821768922,Education,A,€74.5K - €1.2M,€893.9K - €14.3M
Turma da Mônica,10352767,7767832256,Film,A,€31.8K - €508.8K,€381.6K - €6.1M
DisneyMusicVEVO,12020991,7715627755,Music,A,€29.4K - €471K,€353.2K - €5.7M
PitbullVEVO,10041885,7708820681,Music,A-,€11.8K - €188.2K,€141.2K - €2.3M
RomeoSantosVEVO,9128539,7674389173,Music,A,€22.5K - €360.4K,€270.3K - €4.3M
BillionSurpriseToys - Nursery…,22438752,7634457490,Education,A,€69.7K - €1.1M,€836.4K - €13.4M
T-Series Apna Punjab,15435070,7592067313,Music,A+,€85.9K - €1.4M,€1M - €16.5M
SiaVEVO,10420764,7508859092,Music,A,€24.7K - €394.8K,€296.1K - €4.7M
TheWeekndVEVO,11221952,7483201040,Music,A,€24K - €383.8K,€287.9K - €4.6M
Dude Perfect,40202277,7453264532,Sports,A,€46.5K - €743.3K,€557.5K - €8.9M
Jimmy Kimmel Live,13928957,7342879069,Entertainment,A+,€59.4K - €951.2K,€713.4K - €11.4M
??????,3900208,7302606178,Film,A,€23.5K - €376.1K,€282.1K - €4.5M
Britain's Got Talent,11963008,7163769327,Entertainment,A,€15.2K - €242.8K,€182.1K - €2.9M
officialpsy,12688042,7162519132,Music,B+,€9.5K - €151.7K,€113.8K - €1.8M
Tips Official,17202428,7083476857,Music,A+,€85.6K - €1.4M,€1M - €16.4M
Daddy Yankee,20111083,7077962964,Music,A+,€91.8K - €1.5M,€1.1M - €17.6M
Sandaroo Kids [DisneyCarToys],6247439,7051529575,Entertainment,B+,€0 - €0,€0 - €0
SelenaGomezVEVO,15472807,7029167647,Music,A-,€14.2K - €227.6K,€170.7K - €2.7M
stampylonghead,9034712,6953824807,Games,B+,€5.5K - €88.3K,€66.2K - €1.1M
avex,4608695,6933784660,Music,A,€26.3K - €420K,€315K - €5M
Toy Freaks,8547801,6933735324,Entertainment,D-,€63.6K - €1M,€762.9K - €12.2M
Linkin Park,13733988,6895889144,Music,A,€25.3K - €404.4K,€303.3K - €4.9M
Fernanfloo,32393658,6867760534,Games,A,€17.4K - €278.7K,€209K - €3.3M
? Kids Diana Show,21887636,6783279009,Entertainment,A+,€131.5K - €2.1M,€1.6M - €25.3M
LadyGagaVEVO,9363430,6766939514,Music,A,€73.1K - €1.2M,€877.2K - €14M
T-Series Bhakti Sagar,17245661,6757736729,Music,A,€80.7K - €1.3M,€969K - €15.5M
Inside Edition,5748635,6751659314,News,A,€54.6K - €873.4K,€655K - €10.5M
Webs & Tiaras - Toy Monster…,7203358,6727576995,Entertainment,A,€55.5K - €888.6K,€666.5K - €10.7M
Mister Max,12035339,6681276966,Entertainment,A,€34.4K - €550.4K,€412.8K - €6.6M
AuthenticGames,16711960,6661227552,Games,A,€18.3K - €292.9K,€219.7K - €3.5M
ImagineDragonsVEVO,10541195,6626682774,Music,A,€43.2K - €690.9K,€518.2K - €8.3M
Shemaroo,14880123,6593000190,Entertainment,A,€31.7K - €506.7K,€380K - €6.1M
Miss Katy,12950496,6548966849,People,A,€40.6K - €649.5K,€487.1K - €7.8M
Rajshri,12372807,6475172193,Entertainment,A,€66K - €1.1M,€791.4K - €12.7M
La Granja de Zenón,12502970,6457630562,Music,A,€63.5K - €1M,€762K - €12.2M
michaeljacksonVEVO,8431950,6443897809,Music,A,€27.2K - €434.7K,€326.1K - €5.2M
POPS Kids,6994984,6426026036,Music,A,€55.1K - €882.3K,€661.7K - €10.6M
Totoykids,13419188,6421641381,Film,A,€38.8K - €620.6K,€465.5K - €7.4M
Major Lazer,11960967,6332458550,Music,A-,€13.3K - €212.6K,€159.4K - €2.6M
NickiMinajAtVEVO,13373424,6319522951,Music,A-,€15.3K - €244.9K,€183.6K - €2.9M
Felipe Neto,31355944,6316964355,Entertainment,A,€61.1K - €977.4K,€733.1K - €11.7M
Mother Goose Club,4995299,6245719862,Education,B+,€9.9K - €158.1K,€118.6K - €1.9M
POPS MUSIC,6440194,6216843970,Music,A,€0 - €0,€0 - €0
Gaane Sune Ansune,13695665,6189181644,Music,A,€76.2K - €1.2M,€914.6K - €14.6M
MBCentertainment,5258229,6170325824,Entertainment,A,€39.5K - €632.3K,€474.2K - €7.6M
HobbyKidsTV,3387725,6152316395,Entertainment,A-,€11.6K - €185.8K,€139.3K - €2.2M
JenniferLopezVEVO,7305445,6125548499,Music,A-,€15.8K - €253.1K,€189.9K - €3M
KBS World TV,9274379,6123590528,Entertainment,D-,€0 - €0,€0 - €0
AviciiOfficialVEVO,11502641,6093727950,Music,A,€18.3K - €293.4K,€220K - €3.5M
Kids TV - Nursery Rhymes And Baby…,11790536,6085214571,Education,A,€25.1K - €401.4K,€301K - €4.8M
Mejores Juguetes,9944494,6065700772,Entertainment,A-,€11.2K - €179.2K,€134.4K - €2.1M
DisneyJuniorUK,5174658,6054122416,Entertainment,A,€23.6K - €377.7K,€283.3K - €4.5M
Henrique e Juliano,9078492,6037145838,Music,A,€26.6K - €425.4K,€319.1K - €5.1M
Alan Walker,22328931,5981936573,Music,A,€39K - €623.8K,€467.8K - €7.5M
Saturday Night Live,7719323,5980336541,Entertainment,A,€46.4K - €741.7K,€556.3K - €8.9M
SQUEEZIE,12707790,5957614293,Comedy,A,€23K - €368.2K,€276.1K - €4.4M
NoCopyrightSounds,21123917,5882394358,Music,A,€35.2K - €563.6K,€422.7K - €6.8M
Toys and Colors,10130333,5845968274,Education,A+,€160.4K - €2.6M,€1.9M - €30.8M
Vlad and Nikita,17152376,5794310671,,A++,€286.8K - €4.6M,€3.4M - €55.1M
ShawnMendesVEVO,11362955,5782256538,Music,A,€20.8K - €333.5K,€250.1K - €4M
Rooster Teeth,9601284,5781253248,Film,B+,€5.3K - €84.8K,€63.6K - €1M
HikakinTV,7176791,5705455718,Entertainment,A,€18.5K - €296.5K,€222.4K - €3.6M
FifthHarmonyVEVO,10272988,5671582684,Music,A-,€11.1K - €177.5K,€133.2K - €2.1M
The Late Late Show with James…,18712067,5655145610,Entertainment,A,€51.2K - €818.8K,€614.1K - €9.8M
MeghanTrainorVEVO,8709570,5605162348,Music,B+,€10.6K - €169.9K,€127.4K - €2M
Charlie Puth,14350082,5557472891,Music,A,€18.7K - €299.5K,€224.6K - €3.6M
Kan & Aki's…,2607947,5549281627,People,A,€17.7K - €283.8K,€212.8K - €3.4M
Jake Paul,18261239,5546768762,People,A,€24.9K - €399.1K,€299.3K - €4.8M
BBC,5961330,5444757320,Entertainment,A,€18.4K - €294.2K,€220.7K - €3.5M
NBA,10970510,5441227061,Sports,A,€20.5K - €328.1K,€246.1K - €3.9M
Cat Music,5560747,5432940514,Music,A-,€16.1K - €258.2K,€193.6K - €3.1M
Guava Juice,13287141,5408380452,Entertainment,A,€24.6K - €392.9K,€294.7K - €4.7M
DrakeVEVO,9847130,5393202533,Music,A-,€13.7K - €218.9K,€164.2K - €2.6M
TheWillyrex,15437444,5386089079,Games,B+,€10.6K - €168.9K,€126.7K - €2M
MattyBRaps,11534777,5339679100,Music,A-,€17K - €272K,€204K - €3.3M
Gallina Pintadita,7075093,5307305553,Music,A,€17.6K - €281.2K,€210.9K - €3.4M
Marshmello,31451636,5276196776,Music,A,€86.1K - €1.4M,€1M - €16.5M
Good Mythical Morning,15166128,5245376926,Entertainment,A,€21.1K - €337.4K,€253K - €4M
Pina Records,8982049,5167577424,Music,A-,€14.3K - €229.3K,€172K - €2.8M
BIGBANG,10991647,5144986591,Music,A-,€13.5K - €215.7K,€161.8K - €2.6M
Just4fun290,3023082,5140528956,Entertainment,A-,€11.9K - €191.1K,€143.3K - €2.3M
FailArmy,14530319,5121440535,Comedy,B+,€9.7K - €155.8K,€116.9K - €1.9M
Hear This Music,10423510,5068933785,Music,A,€22.6K - €362K,€271.5K - €4.3M
Mother Goose Club Playhouse,3500462,5024919953,Education,A,€18.9K - €301.8K,€226.3K - €3.6M
Roman Atwood Vlogs,15211605,4986685809,People,B,€3.6K - €57.9K,€43.5K - €695.2K
Skrillex,18597928,4978843432,Music,B+,€8.4K - €134K,€100.5K - €1.6M
Vijay Television,8205070,4921286321,Entertainment,A,€38.9K - €622.8K,€467.1K - €7.5M
ibighit,22089490,4918936986,Music,A,€56.7K - €907.4K,€680.6K - €10.9M
BLACKPINK,20177528,4916071565,People,A,€62.6K - €1M,€751.1K - €12M
Vat19,6013769,4914856519,Entertainment,A,€18.1K - €289.7K,€217.3K - €3.5M
ThaiCh8 : ???? 8,6966010,4883051604,Entertainment,A,€35K - €560.6K,€420.4K - €6.7M
shane,21245806,4860084042,Comedy,A,€22.3K - €356.9K,€267.7K - €4.3M
Wave Music - Bhojpuri,8828983,4832938018,Music,A,€59.2K - €947.4K,€710.5K - €11.4M
CNCOVEVO,6126871,4802126445,Music,A-,€19.9K - €319K,€239.2K - €3.8M
Come Play With Me,5139177,4790785220,Entertainment,A,€40.5K - €648.4K,€486.3K - €7.8M
Kontor.TV,5005358,4785670468,Music,B+,€8.3K - €132K,€99K - €1.6M
Nick Jr.,5774053,4773676064,Film,A,€80.8K - €1.3M,€969.9K - €15.5M
POCOYO en ESPAÑOL - Canal Oficial,6087746,4757700429,Film,A-,€14.3K - €229K,€171.7K - €2.7M
Toys Unlimited,7128671,4744291145,Film,A,€20.3K - €325.5K,€244.1K - €3.9M
BeckyGVEVO,6585382,4739073510,Music,A,€30.9K - €493.8K,€370.4K - €5.9M
SamSmithWorldVEVO,6861370,4732044210,Music,A,€29.4K - €470.4K,€352.8K - €5.6M
KSI,20108741,4730806918,Entertainment,B+,€5.6K - €89.8K,€67.4K - €1.1M
BritneySpearsVEVO,5172717,4716764139,Music,B+,€10.1K - €161.6K,€121.2K - €1.9M
GameGrumps,5018039,4705761755,Games,A-,€12.7K - €203.3K,€152.5K - €2.4M
Clean Bandit,7526939,4703301071,Music,A,€27.4K - €438.7K,€329K - €5.3M
Barcroft TV,6312170,4696210732,News,A,€19.4K - €310.2K,€232.6K - €3.7M
EllieGouldingVEVO,8028317,4690428500,Music,A-,€12.8K - €205.6K,€154.2K - €2.5M
Lizos Music,4252533,4648910356,Music,A,€35.2K - €563.4K,€422.5K - €6.8M
RedeTV,7534302,4641981943,Entertainment,A,€38K - €607.5K,€455.6K - €7.3M
Venus,12714512,4638834462,Music,A,€63.8K - €1M,€765.7K - €12.3M
The Young Turks,4287150,4638309243,News,B+,€6.8K - €108.7K,€81.5K - €1.3M
Wow Kidz,7612209,4619595214,Entertainment,A,€35.5K - €567.5K,€425.6K - €6.8M
DCTC Toy Channel,8471758,4614016405,Entertainment,B-,€269 - €4.3K,€3.2K - €51.7K
BuzzFeed Multiplayer,9494565,4611460910,People,A-,€14.7K - €235.5K,€176.7K - €2.8M
MrSuicideSheep,11320668,4592996116,Entertainment,A,€20.7K - €330.5K,€247.9K - €4M
SonyMusicSouthVEVO,6283352,4580706035,Music,A,€44.1K - €705.3K,€528.9K - €8.5M
Toy Trains 4u,3356103,4565950046,Entertainment,B+,€6.8K - €109.3K,€81.9K - €1.3M
Boyce Avenue,12514257,4554939304,Music,A-,€11.8K - €188.8K,€141.6K - €2.3M
RickyMartinVEVO,4156487,4546010057,Music,B+,€8.8K - €140.7K,€105.5K - €1.7M
NaoFun Toys,11248643,4516644393,Entertainment,A-,€15.9K - €254.5K,€190.9K - €3.1M
The Late Show with Stephen Colbert,5970508,4476736602,Entertainment,A,€33K - €528.2K,€396.1K - €6.3M
ArkivaShqip,2962535,4468312468,Entertainment,A-,€15.3K - €244.5K,€183.3K - €2.9M
PinkVEVO,7552692,4456882270,Music,A-,€13.4K - €215K,€161.2K - €2.6M
Enes Batur,9877893,4442338287,Games,A,€26.4K - €421.6K,€316.2K - €5.1M
CNN,6348189,4432855144,News,A,€31.5K - €503.2K,€377.4K - €6M
Volga Video,8500150,4430519861,Entertainment,A,€35K - €559.3K,€419.5K - €6.7M
Mr Bean,12487018,4426076529,Comedy,A,€20.3K - €325.4K,€244K - €3.9M
Power Rangers Official,4476806,4420185341,Entertainment,A,€33.7K - €538.5K,€403.9K - €6.5M
MBCkpop,6170623,4417266059,Music,A,€18.1K - €289.1K,€216.8K - €3.5M
BRIGHT SIDE,24547659,4413453709,Howto,A,€40.3K - €644.5K,€483.4K - €7.7M
toyorbabytv,7076638,4411897819,Music,A,€25.8K - €413.1K,€309.8K - €5M
SSundee,10921694,4410580310,Games,B+,€17.1K - €273.5K,€205.1K - €3.3M
Ali-A,16234127,4407686804,Games,A,€21K - €336.6K,€252.4K - €4M
packattack04082,3404267,4406976341,Games,A-,€14.4K - €231K,€173.3K - €2.8M
DemiLovatoVEVO,12004905,4403928924,Music,B+,€6.7K - €107.7K,€80.8K - €1.3M
HaAshVEVO,4130841,4328722706,Music,A,€20.7K - €331K,€248.2K - €4M
Logan Paul Vlogs,18850921,4305096047,Entertainment,A-,€13.5K - €215.9K,€161.9K - €2.6M
OneRepublicVEVO,5922050,4304731577,Music,A-,€10.2K - €162.6K,€121.9K - €2M
ETV Jabardasth,4719652,4290216700,People,A,€50.5K - €808K,€606K - €9.7M
Hasbro,3309373,4285818497,Film,A,€18.8K - €301.1K,€225.8K - €3.6M
Genevieve's Playhouse - Toy…,9395470,4266723948,Film,A,€43.5K - €696.3K,€522.2K - €8.4M
Bad Bunny,16826524,4252888497,Music,A,€70.5K - €1.1M,€846.1K - €13.5M
prenses elif,2809812,4214327577,Film,A,€16K - €255.6K,€191.7K - €3.1M
David Dobrik,11556003,4208248860,People,A,€43.2K - €690.7K,€518K - €8.3M
Ryan's Family Review,3674171,4196852347,Entertainment,A,€43.5K - €695.6K,€521.7K - €8.3M
GMM25Thailand,6091351,4175321783,Entertainment,A,€29.9K - €479.2K,€359.4K - €5.8M
Jorge & Mateus Oficial,8717243,4157365037,Music,A-,€14.5K - €232.7K,€174.5K - €2.8M
Wesley Safadão,9012946,4156964419,Music,A-,€14K - €223.3K,€167.5K - €2.7M
Talking Tom,9210068,4130075690,Comedy,A,€29.1K - €465.7K,€349.3K - €5.6M
littlemixVEVO,8261407,4128016422,Music,A,€20K - €320.1K,€240K - €3.8M
BlackEyedPeasVEVO,4045411,4126361466,Music,B+,€9.6K - €153.6K,€115.2K - €1.8M
Worldwide Records Bhojpuri,8753731,4109470235,Music,A,€48.9K - €781.6K,€586.2K - €9.4M
Bounce Patrol Kids,7037623,4091329427,Music,A,€60.7K - €970.6K,€727.9K - €11.6M
GunsNRosesVEVO,4872111,4080829766,Music,A-,€16.4K - €262.7K,€197K - €3.2M
Aaj Tak,16323633,4076110688,News,A,€81.5K - €1.3M,€977.9K - €15.6M
Wassabi,11353926,4037071898,Entertainment,B+,€5.5K - €88.5K,€66.4K - €1.1M
ABS-CBN News,5731964,4020107670,News,A,€22.2K - €355.3K,€266.5K - €4.3M
DEL Records,5956204,4009895505,Music,A,€0 - €0,€0 - €0
Toy Genie Surprises - Learning…,6349481,3997244581,Entertainment,A,€18.3K - €293K,€219.8K - €3.5M
Angry Birds,2930881,3983118129,Games,A-,€11.9K - €191.1K,€143.4K - €2.3M
YOGSCAST Lewis & Simon,7235884,3966262779,Games,B+,€3.7K - €59.6K,€44.7K - €715.6K
Cia. Daniel Saboya,13932226,3952744270,Music,A-,€14.7K - €235.1K,€176.3K - €2.8M
theRadBrad,10076729,3951564396,Games,A-,€11.2K - €179K,€134.2K - €2.1M
Mnet Official,5549949,3928880703,Entertainment,A,€33.8K - €540.5K,€405.4K - €6.5M
DreamWorksTV,5354660,3908675202,Film,A,€28.9K - €461.8K,€346.4K - €5.5M
Mazhavil Manorama,4828780,3905792296,Entertainment,A,€54.8K - €877K,€657.8K - €10.5M
JessieJVEVO,6885233,3883516465,Music,B+,€8K - €128.4K,€96.3K - €1.5M
Kwebbelkop,10286445,3869821514,Games,A,€26.3K - €420.7K,€315.5K - €5M
justintimberlakeVEVO,6676083,3862217848,Music,A-,€11.2K - €179.7K,€134.8K - €2.2M
MarkRonsonVEVO,3918264,3843201400,Music,B+,€11.9K - €190.6K,€143K - €2.3M
ToysToSee,5826591,3842332315,Entertainment,D-,€0 - €0,€0 - €0
HolaSoyGerman.,38503519,3842065134,Entertainment,B+,€7.2K - €114.6K,€85.9K - €1.4M
EvanTubeHD,6168643,3813114197,Entertainment,B+,€6.9K - €109.7K,€82.3K - €1.3M
???(Pororo),2870481,3810697736,Film,A,€33.1K - €528.8K,€396.6K - €6.3M
HikakinGames,4143510,3803181863,Games,A-,€13.3K - €213.3K,€160K - €2.6M
50CentVEVO,4666433,3801781902,Music,A-,€11.8K - €189.2K,€141.9K - €2.3M
Troom Troom,12406280,3791836633,Howto,A,€49.3K - €788.5K,€591.4K - €9.5M
Poll Production,2620993,3786079465,Music,A-,€16.1K - €257.7K,€193.3K - €3.1M
Sky Does Everything,11601707,3783345590,Games,B,€541 - €8.7K,€6.5K - €103.9K
DJSnakeVEVO,6693805,3781024273,Music,A,€34.2K - €546.5K,€409.9K - €6.6M
Stacy Toys,12275551,3775511965,,A,€56.4K - €902.2K,€676.7K - €10.8M
TazerCraft,11047969,3753748206,Games,B+,€6.5K - €103.8K,€77.8K - €1.2M
RemexMusic,4561878,3738115768,Music,A-,€12.4K - €198.6K,€148.9K - €2.4M
AMARIN TVHD,4791573,3731915098,News,A,€34.4K - €551.1K,€413.3K - €6.6M
IDJVideos.TV,2718527,3721434012,Entertainment,A,€11.8K - €188.6K,€141.5K - €2.3M
DisneyChannelUK,3734311,3686708261,Entertainment,A-,€16.4K - €263.1K,€197.3K - €3.2M
